project_id,street_name,limits,cnn,project_name_full,owner,description_full,dpw_project_class,facility_type,project_status,start_date,end_date,duration,facility_indicator,facility_subindicator,group_code,facility_type_description,create_date,modify_date,project_type,project_url,X,Y,latitude,longitude,location
DPW0567_PR_27,QUINT ST,REVERE AVE intersection,20682000,PW As Needed Concrete Panel Replacement,,,Paving,Roadway,Started,11/11/2019 12:00:00 AM,11/04/2022 12:00:00 AM,1089,Roadway Surface,,2935J,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6012845.93004,2095845.12936,37.73551476272322,-122.39801424846074,"(37.73551476272322, -122.39801424846074)"
DPW0686_PR_94,EDDY ST,LAGUNA ST to BUCHANAN ST (1200 - 1299),5069000,Various Locations Pavement Renovation No 60 and Sewer Replacement,,,Paving,Roadway,Committed,04/07/2023 12:00:00 AM,04/05/2024 12:00:00 AM,364,Roadway Surface,,10037391,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6004461.80173,2112928.8808,37.781952178547144,-122.42821850055006,"(37.781952178547144, -122.42821850055006)"
DPW0931_PR_103,HAYES ST,WEBSTER ST intersection,25952000,Various Locations Pavement Renovation No 85,,,Paving,Roadway,Planned,09/16/2025 12:00:00 AM,09/15/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6004031.56495,2110786.09698,37.77604427197927,-122.42955405652243,"(37.77604427197927, -122.42955405652243)"
DPW0764_PR_111,DUBOCE AVE,NOE ST to SCOTT ST (600 - 699),4991000,Various Locations Pavement Renovation No 67,,,Paving,Roadway,Planned,10/20/2023 12:00:00 AM,10/20/2024 12:00:00 AM,366,Roadway Surface,,10037804,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6002627.73357,2108302.76514,37.76914607142028,-122.43423270033573,"(37.76914607142028, -122.43423270033573)"
DPW0899_PR_30,FOLSOM ST,LANGTON ST intersection,24274000,Joint - Streetscape Lead - Folsom St 10032072,,,Paving,Roadway,Planned,01/09/2023 12:00:00 AM,09/07/2025 12:00:00 AM,972,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6010151.95053,2110760.40791,37.7763183741014,-122.40838011369509,"(37.7763183741014, -122.40838011369509)"
DPW0899_PR_3,FOLSOM ST,03RD ST to MABINI ST (700 - 763),5662000,Joint - Streetscape Lead - Folsom St 10032072,,,Paving,Roadway,Planned,01/09/2023 12:00:00 AM,09/07/2025 12:00:00 AM,972,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6012724.86164,2113219.67945,37.78321471321516,-122.3996523546656,"(37.78321471321516, -122.3996523546656)"
DPW0633_PR_104,12TH ST,BERNICE ST to HARRISON ST (366 - 399),547000,Various Locations Pavement Renovation No 54,,,Paving,Roadway,Started,03/14/2022 12:00:00 AM,06/10/2024 12:00:00 AM,819,Roadway Surface,,10035995,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6008655.973,2108561.548,37.77019694888528,-122.41339959302022,"(37.77019694888528, -122.41339959302022)"
DPW1012_PR_210,PLYMOUTH AVE,PLYMOUTH AVE to SOUTHWOOD DR (0 - 0),10524000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5995803.361,2092568.063,37.72555281669308,-122.45669957633947,"(37.72555281669308, -122.45669957633947)"
DPW0688_PR_17,KENWOOD WAY,DARIEN WAY \ UPLAND DR to KEYSTONE WAY (100 - 200),7811000,"Claremont, Juanita, and Yerba Buena Pavement Renovation",,,Paving,Roadway,Committed,03/18/2023 12:00:00 AM,03/16/2024 12:00:00 AM,364,Roadway Surface,,10037323,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5994358.876,2093544.467,37.728150741372815,-122.4617637667585,"(37.728150741372815, -122.4617637667585)"
DPW0773_PR_9,FULTON ST,PIERCE ST to SCOTT ST (1100 - 1199),5889000,Fulton St and Grove St Pavement Renovation,,,Paving,Roadway,Started,10/12/2021 12:00:00 AM,12/25/2022 12:00:00 AM,439,Roadway Surface,,10035255,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6002268.35878,2111234.09148,37.7771743615766,-122.43568550331561,"(37.7771743615766, -122.43568550331561)"
DPW0938_PR_66,HALLECK ST,SANSOME ST intersection,24689000,"Front St, Sansome St, 1st St and Montgomery St Pavement Renovation",,,Paving,Roadway,Planned,04/18/2026 12:00:00 AM,04/17/2027 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6012347.00071,2116989.32351,37.7935441990777,-122.40122459110164,"(37.7935441990777, -122.40122459110164)"
DPW0643_PR_112,21ST ST,HARRISON ST to TREAT AVE (2900 - 2949),1103000,Various Locations Pavement Renovation No 55 and Sewer Replacement,,1233I,Paving,Roadway,Started,08/01/2022 12:00:00 AM,07/20/2024 12:00:00 AM,719,Roadway Surface,,10035932,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6008705.81953,2103898.64712,37.757396481102546,-122.41289744711591,"(37.757396481102546, -122.41289744711591)"
DPW0682_PR_164,BURNETT AVE,DIXIE ALY intersection,32966000,Various Locations Pavement Renovation No 59,,,Paving,Roadway,Committed,02/13/2023 12:00:00 AM,02/17/2024 12:00:00 AM,369,Roadway Surface,,10037392,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5999673.3494,2102909.99054,37.75417072312001,-122.44406417078432,"(37.75417072312001, -122.44406417078432)"
DPW0429_PR_63,LAGUNA ST,LARCH ST intersection,54181000,Golden Gate Ave and Laguna St Pavement Renovation,,,Paving,Roadway,Started,05/16/2022 12:00:00 AM,03/16/2023 12:00:00 AM,304,Roadway Surface,,10035254,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6004724.818149,2112788.744275,37.7815822765305,-122.4272985988689,"(37.7815822765305, -122.4272985988689)"
DPW0290_PR_45,SUNSET BLVD,WAWONA ST intersection,23367000,PW Sunset Blvd Pavement Renovation,,,Paving,Roadway,Planned,07/30/2023 12:00:00 AM,07/29/2024 12:00:00 AM,365,Roadway Surface,,10037890,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5985088.37928,2096830.42521,37.73663507349512,-122.49405381848591,"(37.73663507349512, -122.49405381848591)"
DPW0940_PR_54,LYON ST,SUTTER ST intersection,26832000,Various Locations Pavement Renovation No 81,,,Paving,Roadway,Planned,05/21/2025 12:00:00 AM,05/20/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5999681.9746,2113998.32995,37.78461700110536,-122.44483134367701,"(37.78461700110536, -122.44483134367701)"
DPW1012_PR_364,WASHINGTON ST,LAGUNA ST to BUCHANAN ST (2200 - 2299),13437000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6003945.47616,2116639.97027,37.792112667543385,-122.43026959452241,"(37.792112667543385, -122.43026959452241)"
DPW0686_PR_140,OFARRELL ST,SAINT JOSEPHS AVE to LYON ST \ VICHA RATANAPAKDEE WAY (2300 - 2399),9744000,Various Locations Pavement Renovation No 60 and Sewer Replacement,,,Paving,Roadway,Committed,04/07/2023 12:00:00 AM,04/05/2024 12:00:00 AM,364,Roadway Surface,,10037391,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6000275.074,2113023.726,37.78197483416043,-122.44270941994712,"(37.78197483416043, -122.44270941994712)"
DPW0764_PR_96,10TH AVE,LAKE ST to CALIFORNIA ST (100 - 199),462000,Various Locations Pavement Renovation No 67,,,Paving,Roadway,Planned,10/20/2023 12:00:00 AM,10/20/2024 12:00:00 AM,366,Roadway Surface,,10037804,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5992733.11378,2114484.08272,37.78555173225893,-122.46890721601423,"(37.78555173225893, -122.46890721601423)"
DPW0631_PR_114,MARIPOSA ST,SAN BRUNO AVE to UTAH ST (2200 - 2299),8728000,Various Locations Pavement Renovation No 53,,,Paving,Roadway,Committed,10/01/2022 12:00:00 AM,04/02/2024 12:00:00 AM,549,Roadway Surface,,10035251,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6010761.487,2105998.838,37.76327832347196,-122.40593604013733,"(37.76327832347196, -122.40593604013733)"
DPW0104_PR_82,SAINT GERMAIN AVE,END: WEST intersection,50602000,PW Various Locations No48 Infrastructure Improvements,,1102I,Paving,Roadway,Started,11/30/2021 12:00:00 AM,11/14/2023 12:00:00 AM,714,Roadway Surface,,10033115,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5997391.887,2104116.997,37.757354447662365,-122.45204106785346,"(37.757354447662365, -122.45204106785346)"
DPW1051_PR_59,CLAY ST,LEIDESDORFF ST intersection,24754000,Various Locations Pavement Renovation No 86,,,Paving,Roadway,Planned,10/19/2025 12:00:00 AM,10/18/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6012023.92653,2117442.65725,37.79477091601669,-122.40237435021862,"(37.79477091601669, -122.40237435021862)"
DPW0941_PR_36,VAN DYKE AVE,INGALLS ST to JENNINGS ST (1300 - 1399),13139000,Various Locations Pavement Renovation No 82,,,Paving,Roadway,Planned,06/20/2025 12:00:00 AM,06/19/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6015751.30689,2092508.66817,37.72651489610552,-122.38773645242948,"(37.72651489610552, -122.38773645242948)"
DPW0386_PR_23,MISSION ST,MOUNT VERNON AVE to CONCORD ST (5300 - 5399),9183000,Joint - SFMTA Lead - Mission St Pavement Renovation 2,,,Paving,Roadway,Planned,05/18/2029 12:00:00 AM,05/18/2030 12:00:00 AM,365,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5999678.11725,2088370.03015,37.71424768061547,-122.44300357000576,"(37.71424768061547, -122.44300357000576)"
DPW0762_PR_124,CLARENDON AVE,PANORAMA DR to ASHWOOD LN (451 - 499),4073000,Various Locations Pavement Renovation No 69,,,Paving,Roadway,Planned,12/20/2023 12:00:00 AM,12/18/2024 12:00:00 AM,364,Roadway Surface,,10038032,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5996267.006,2102673.891,37.75332755726335,-122.45582700957021,"(37.75332755726335, -122.45582700957021)"
DPW0104_PR_92,17TH AVE,SANTIAGO ST intersection,23184000,PW Various Locations No48 Infrastructure Improvements,,1102I,Paving,Roadway,Started,11/30/2021 12:00:00 AM,11/14/2023 12:00:00 AM,714,Roadway Surface,,10033115,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5991041.61919,2099754.92385,37.7450115425556,-122.47368438273581,"(37.7450115425556, -122.47368438273581)"
DPW0684_PR_87,HOLLISTER AVE,JENNINGS ST to 03RD ST (1200 - 1299),6963000,Various Locations Pavement Renovation No 61,,,Paving,Roadway,Committed,07/01/2023 12:00:00 AM,06/29/2024 12:00:00 AM,364,Roadway Surface,,10037746,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6013576.691,2090634.991,37.721249470223206,-122.39512288261675,"(37.721249470223206, -122.39512288261675)"
DPW0932_PR_42,SHRADER ST,HAIGHT ST to WALLER ST (600 - 699),11856000,Various Locations Pavement Renovation No 73,,,Paving,Roadway,Planned,08/18/2024 12:00:00 AM,08/17/2025 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5997557.7543,2108322.82338,37.768912080949875,-122.45177083151044,"(37.768912080949875, -122.45177083151044)"
DPW0607_PR_28,MCALLISTER ST,CENTRAL AVE to MASONIC AVE (2000 - 2099),8908000,"McAllister St, 20th St and 24th St Pavement Renovation and Sewer Replacement project",,,Paving,Roadway,Planned,10/25/2023 12:00:00 AM,10/25/2024 12:00:00 AM,366,Roadway Surface,,10038016,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5999339.47565,2111176.57577,37.77684964124087,-122.44581326471993,"(37.77684964124087, -122.44581326471993)"
DPW0104_PR_68,17TH AVE,LAWTON ST to MORAGA ST (1600 - 1699),761000,PW Various Locations No48 Infrastructure Improvements,,1102I,Paving,Roadway,Started,11/30/2021 12:00:00 AM,11/14/2023 12:00:00 AM,714,Roadway Surface,,10033115,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5990890.64921,2104172.25212,37.757131625634685,-122.47452871844392,"(37.757131625634685, -122.47452871844392)"
DPW0526_PR_41,ALAMEDA ST,POTRERO AVE to HAMPSHIRE ST (2300 - 2399),2137000,PW Various Locations P R and Track Removal Project,,,Paving,Roadway,Planned,07/20/2024 12:00:00 AM,09/21/2026 12:00:00 AM,793,Roadway Surface,,2728J,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6010121.91207,2107850.10294,37.76832566844464,-122.40827871030955,"(37.76832566844464, -122.40827871030955)"
DPW0429_PR_58,GROVE ST,LAGUNA ST intersection,25934000,Golden Gate Ave and Laguna St Pavement Renovation,,,Paving,Roadway,Started,05/16/2022 12:00:00 AM,03/16/2023 12:00:00 AM,304,Roadway Surface,,10035254,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6004937.92639,2111256.87151,37.777388180785174,-122.42645223860247,"(37.777388180785174, -122.42645223860247)"
DPW0685_PR_98,MARIPOSA ST,ARKANSAS ST to CAROLINA ST (1500 - 1699),8722000,Various Locations Pavement Renovation No 56,,,Paving,Roadway,Committed,10/08/2022 12:00:00 AM,10/07/2023 12:00:00 AM,364,Roadway Surface,,10035992,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6012610.82113,2106106.59068,37.763677428634104,-122.39954732898137,"(37.763677428634104, -122.39954732898137)"
DPW0773_PR_21,FULTON ST,PARKER AVE to SHRADER ST (2197 - 2242),5902000,Fulton St and Grove St Pavement Renovation,,,Paving,Roadway,Started,10/12/2021 12:00:00 AM,12/25/2022 12:00:00 AM,439,Roadway Surface,,10035255,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5997275.61024,2110539.74895,37.77498302281362,-122.45290678379168,"(37.77498302281362, -122.45290678379168)"
DPW1012_PR_376,NORIEGA ST,47TH AVE to 48TH AVE (4000 - 4099),9682000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5981469.32689,2102829.01327,37.75289309646831,-122.50701106221342,"(37.75289309646831, -122.50701106221342)"
DPW0090_PR_45,BEACH ST,FILLMORE ST intersection,26786000,Joint - MTA Lead - Fillmore St Pavement Renovation,,,Paving,Roadway,Planned,05/18/2027 12:00:00 AM,05/17/2028 12:00:00 AM,365,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6002080.23538,2121138.6757,37.80435910957785,-122.43704556627559,"(37.80435910957785, -122.43704556627559)"
DPW0686_PR_144,TELEGRAPH HILL BLVD,FILBERT ST to KEARNY ST \ LOMBARD ST (100 - 299),12479002,Various Locations Pavement Renovation No 60 and Sewer Replacement,,,Paving,Roadway,Committed,04/07/2023 12:00:00 AM,04/05/2024 12:00:00 AM,364,Roadway Surface,,10037391,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6010864.402,2120372.197,37.80274993518422,-122.40659302517906,"(37.80274993518422, -122.40659302517906)"
DPW0597_PR_67,ANDOVER ST,BENTON AVE to ANDOVER ST (733 - 787),2287000,Various Locations Pavement Renovation No 52 and Sewer Replacement,,,Paving,Roadway,Started,02/07/2022 12:00:00 AM,06/04/2023 12:00:00 AM,482,Roadway Surface,,10035252,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6007359.91245,2095265.43451,37.733615974585355,-122.41694047840284,"(37.733615974585355, -122.41694047840284)"
DPW0104_PR_22,FOWLER AVE,PORTOLA DR \ SYDNEY WAY to JUANITA WAY (100 - 199),5741000,PW Various Locations No48 Infrastructure Improvements,,1102I,Paving,Roadway,Started,11/30/2021 12:00:00 AM,11/14/2023 12:00:00 AM,714,Roadway Surface,,10033115,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5997009.29164,2099345.90088,37.74423228055359,-122.45301983418234,"(37.74423228055359, -122.45301983418234)"
DPW1012_PR_123,FRANCISCO ST,ALHAMBRA ST \ SCOTT ST to DIVISADERO ST (2200 - 2299),5775000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6000565.72934,2119952.84823,37.80101694313271,-122.44220144987268,"(37.80101694313271, -122.44220144987268)"
DPW1012_PR_339,DENSLOWE DR,LYNDHURST DR to WYTON LN (51 - 99),4715000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5990711.165,2091950.923,37.72356460824575,-122.47425767523416,"(37.72356460824575, -122.47425767523416)"
DPW0682_PR_150,KIRKWOOD AVE,PHELPS ST intersection,20676000,Various Locations Pavement Renovation No 59,,,Paving,Roadway,Committed,02/13/2023 12:00:00 AM,02/17/2024 12:00:00 AM,369,Roadway Surface,,10037392,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6014661.03018,2097160.69534,37.73922796254752,-122.39183066920792,"(37.73922796254752, -122.39183066920792)"
DPW0686_PR_93,PACHECO ST,DORANTES AVE to DORANTES AVE \ MAGELLAN AVE (117 - 199) -- WEST --,4920000,Various Locations Pavement Renovation No 60 and Sewer Replacement,,,Paving,Roadway,Committed,04/07/2023 12:00:00 AM,04/05/2024 12:00:00 AM,364,Roadway Surface,,10037391,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5994433.382,2100003.075,37.745888769052826,-122.46197435542929,"(37.745888769052826, -122.46197435542929)"
DPW0682_PR_117,GRAYSTONE TER,COPPER ALY to CORBETT AVE (300 - 399),6430000,Various Locations Pavement Renovation No 59,,,Paving,Roadway,Committed,02/13/2023 12:00:00 AM,02/17/2024 12:00:00 AM,369,Roadway Surface,,10037392,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5999826.809,2103747.515,37.756479127031014,-122.44359363209534,"(37.756479127031014, -122.44359363209534)"
DPW0766_PR_131,DIAMOND ST,WILDER ST intersection,21941000,Various Locations Pavement Renovation No 66,,,Paving,Roadway,Planned,01/03/2024 12:00:00 AM,01/02/2025 12:00:00 AM,365,Roadway Surface,,10037789,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6002447.75522,2095600.91907,37.734259601804375,-122.43394718472987,"(37.734259601804375, -122.43394718472987)"
DPW0935_PR_15,MERCEDES WAY,JUNIPERO SERRA BLVD \ WINSTON DR to JUNIPERO SERRA BLVD (1 - 4),8980000,Various Locations Pavement Renovation No 77,,,Paving,Roadway,Planned,01/12/2025 12:00:00 AM,01/11/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5991423.70047,2093120.09774,37.726816111676314,-122.47187976103407,"(37.726816111676314, -122.47187976103407)"
DPW0940_PR_23,SUTTER ST,COTTAGE ROW to FILLMORE ST (1936 - 1999),12338000,Various Locations Pavement Renovation No 81,,,Paving,Roadway,Planned,05/21/2025 12:00:00 AM,05/20/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6003188.57197,2114485.31453,37.78615363024822,-122.43273450440641,"(37.78615363024822, -122.43273450440641)"
DPW1012_PR_386,HOLLOWAY AVE,VARELA AVE to UNNAMED 107 (1574 - 1598) -- NORTH --,6997201,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5989951.412,2090977.073,37.720846615535486,-122.47681286051078,"(37.720846615535486, -122.47681286051078)"
